"","Variable.code","Unit","Country.code","Country","Dataset_type","Classification","Classification.code","Definition","Sector.code","Description","Year","Value"
"2732","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",1998,"-"
"2733","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",1999,"-"
"2734","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2000,"-"
"2735","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2001,"-"
"2736","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2002,"-"
"2737","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2003,"-"
"2738","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2004,"-"
"2739","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2005,"-"
"2740","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2006,"-"
"2741","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2007,"-"
"2742","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2008,"1751,30243865669"
"2743","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2009,"2241,95104730022"
"2744","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2010,"2078,58304526167"
"2745","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2011,"3017,84861766504"
"2746","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2012,"2763,98767806152"
"2747","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2013,"3106,16517427012"
"2748","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2014,"3210,98403908275"
"2749","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2015,"-"
"2750","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6311","a) ICT sector (comprehensive definition)","CB3-1","[12.1] Data processing, hosting and related activities",2016,"-"
"2751","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",1995,"-"
"2752","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",1996,"-"
"2753","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",1997,"-"
"2754","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",1998,"-"
"2755","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",1999,"-"
"2756","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2000,"-"
"2757","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2001,"-"
"2758","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2002,"-"
"2759","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2003,"-"
"2760","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2004,"-"
"2761","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2005,"-"
"2762","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2006,"-"
"2763","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2007,"-"
"2764","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2008,"567,007417772067"
"2765","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2009,"629,4045321075"
"2766","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2010,"924,455927889015"
"2767","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2011,"1041,00896609498"
"2768","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2012,"1362,64820124171"
"2769","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2013,"1795,96294751869"
"2770","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2014,"1803,75045811088"
"2771","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2015,"-"
"2772","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","6312","a) ICT sector (comprehensive definition)","CB3-2","[12.2] Web portals",2016,"-"
"2773","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",1995,"-"
"2774","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",1996,"-"
"2775","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",1997,"-"
"2776","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",1998,"-"
"2777","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",1999,"-"
"2778","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2000,"-"
"2779","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2001,"-"
"2780","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2002,"-"
"2781","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2003,"-"
"2782","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2004,"-"
"2783","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2005,"-"
"2784","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2006,"-"
"2785","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2007,"-"
"2786","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2008,"462,303447447458"
"2787","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2009,"394,232384792802"
"2788","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2010,"423,806333732695"
"2789","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2011,"430,547373230824"
"2790","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2012,"436,519612914635"
"2791","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2013,"410,357404858735"
"2792","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2014,"355,806420567521"
"2793","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2015,"-"
"2794","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","9511","a) ICT sector (comprehensive definition)","CB4-1","[13.1] Repair of computers and peripheral equipment",2016,"-"
"2795","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",1995,"-"
"2796","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",1996,"-"
"2797","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",1997,"-"
"2798","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",1998,"-"
"2799","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",1999,"-"
"2800","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2000,"-"
"2801","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2001,"-"
"2802","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2002,"-"
"2803","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2003,"-"
"2804","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2004,"-"
"2805","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2005,"-"
"2806","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2006,"-"
"2807","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2007,"-"
"2808","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2008,"110,601383738129"
"2809","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2009,"96,4205675897737"
"2810","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2010,"82,793482337012"
"2811","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2011,"51,5250620171617"
"2812","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2012,"66,7360811724129"
"2813","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2013,"69,5087158901792"
"2814","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2014,"94,9197561417767"
"2815","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2015,"-"
"2816","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","9512","a) ICT sector (comprehensive definition)","CB4-2","[13.2] Repair of communication equipment",2016,"-"
"2817","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",1995,"46395,3836312121"
"2818","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",1996,"47373,8617923445"
"2819","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",1997,"52601,9979357029"
"2820","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",1998,"58893,3915474689"
"2821","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",1999,"61227,3520959389"
"2822","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2000,"67897,5236491584"
"2823","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2001,"71480,1001379749"
"2824","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2002,"77052,2544113002"
"2825","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2003,"72257,8109736725"
"2826","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2004,"81382,9441093323"
"2827","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2005,"80715,5133544819"
"2828","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2006,"86875,7666969915"
"2829","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2007,"94986,6023632174"
"2830","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2008,"90483,2301062096"
"2831","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2009,"81421,0136364107"
"2832","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2010,"84015,7893684732"
"2833","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2011,"91229,5786886895"
"2834","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2012,"94132,6735598573"
"2835","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2013,"98577,0745549173"
"2836","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2014,"105103,136064664"
"2837","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2015,"109639,351551217"
"2838","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","261-264, 582, 61, 62, 631, 951","b) ICT sector (operational definition)","A'=B'+C","A'. ICT Total (operational)   [A'=B'+C]",2016,"112361,240034322"
"2839","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",1995,"11187,4732870009"
"2840","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",1996,"13195,5911048155"
"2841","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",1997,"15013,2565248793"
"2842","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",1998,"18736,2258702002"
"2843","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",1999,"20100,0753809682"
"2844","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2000,"23418,913972839"
"2845","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2001,"27628,7380982634"
"2846","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2002,"28658,6557982432"
"2847","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2003,"27743,3316265044"
"2848","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2004,"29544,8694175986"
"2849","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2005,"32577,9375665207"
"2850","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2006,"34841,2869818223"
"2851","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2007,"40207,2890831453"
"2852","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2008,"41022,4972867861"
"2853","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2009,"41841,3810977627"
"2854","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2010,"44769,7972513359"
"2855","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2011,"52494,8801602774"
"2856","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2012,"57427,2746145902"
"2857","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2013,"63167,1488580915"
"2858","GVA","Millions of current euros PPS","DE","Germany","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2014,"67049,6444499753"
"2859","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2015,"70564,9408904116"
"2860","GVA","Millions of current euros PPS","DE","Germany","Nowcasted Dataset","NACE Rev.2.","582, 62, 631, 951","b) ICT sector (operational definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",2016,"72883,324386255"
"2861","GVA","Millions of current euros PPS","UK","United Kingdom","PREDICT 2017 Dataset","NACE Rev.2.","582, 62, 631, 951","a) ICT sector (comprehensive definition)","CB","[9] Computer and related activities   [9=10+11+12+13]",1995,"11958,5383430948"
